/Users/apple/Desktop/Data/IMG/center_2019_11_01_13_10_20_265.jpg, /Users/apple/Desktop/Data/IMG/left_2019_11_01_13_10_20_265.jpg, /Users/apple/Desktop/Data/IMG/right_2019_11_01_13_10_20_265.jpg, 0, 0, 0, 7.878892E-05
/Users/apple/Desktop/Data/IMG/center_2019_11_01_13_10_20_395.jpg, /Users/apple/Desktop/Data/IMG/left_2019_11_01_13_10_20_395.jpg, /Users/apple/Desktop/Data/IMG/right_2019_11_01_13_10_20_395.jpg, 0, 0, 0, 7.834443E-05
/Users/apple/Desktop/Data/IMG/center_2019_11_01_13_10_20_499.jpg, /Users/apple/Desktop/Data/IMG/left_2019_11_01_13_10_20_499.jpg, /Users/apple/Desktop/Data/IMG/right_2019_11_01_13_10_20_499.jpg, 0, 0, 0, 8.043424E-05
/Users/apple/Desktop/Data/IMG/center_2019_11_01_13_10_20_707.jpg, /Users/apple/Desktop/Data/IMG/left_2019_11_01_13_10_20_707.jpg, /Users/apple/Desktop/Data/IMG/right_2019_11_01_13_10_20_707.jpg, 0, 0, 0, 7.788958E-05
/Users/apple/Desktop/Data/IMG/center_2019_11_01_13_10_20_810.jpg, /Users/apple/Desktop/Data/IMG/left_2019_11_01_13_10_20_810.jpg, /Users/apple/Desktop/Data/IMG/right_2019_11_01_13_10_20_810.jpg, 0, 0, 0, 7.97364E-05
/Users/apple/Desktop/Data/IMG/center_2019_11_01_13_10_20_917.jpg, /Users/apple/Desktop/Data/IMG/left_2019_11_01_13_10_20_917.jpg, /Users/apple/Desktop/Data/IMG/right_2019_11_01_13_10_20_917.jpg, 0, 0, 0, 7.788136E-05
/Users/apple/Desktop/Data/IMG/center_2019_11_01_13_10_21_104.jpg, /Users/apple/Desktop/Data/IMG/left_2019_11_01_13_10_21_104.jpg, /Users/apple/Desktop/Data/IMG/right_2019_11_01_13_10_21_104.jpg, 0, 0, 0, 7.99864E-05
/Users/apple/Desktop/Data/IMG/center_2019_11_01_13_10_21_291.jpg, /Users/apple/Desktop/Data/IMG/left_2019_11_01_13_10_21_291.jpg, /Users/apple/Desktop/Data/IMG/right_2019_11_01_13_10_21_291.jpg, 0, 0, 0, 8.040953E-05
/Users/apple/Desktop/Data/IMG/center_2019_11_01_13_10_21_393.jpg, /Users/apple/Desktop/Data/IMG/left_2019_11_01_13_10_21_393.jpg, /Users/apple/Desktop/Data/IMG/right_2019_11_01_13_10_21_393.jpg, 0, 0, 0, 7.831738E-05
/Users/apple/Desktop/Data/IMG/center_2019_11_01_13_10_21_566.jpg, /Users/apple/Desktop/Data/IMG/left_2019_11_01_13_10_21_566.jpg, /Users/apple/Desktop/Data/IMG/right_2019_11_01_13_10_21_566.jpg, 0, 0, 0, 7.829568E-05
